CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2523	10689	ADAM17	Q9Z1K9	SINGLE PROTEIN	Rattus norvegicus	9	14
CHEMBL2525	10674	Beta secretase 2	Q9Y5Z0	SINGLE PROTEIN	Homo sapiens	1331	1618
CHEMBL204	11	Thrombin	P00734	SINGLE PROTEIN	Homo sapiens	8264	9767
CHEMBL209	42	Trypsin I	P07477	SINGLE PROTEIN	Homo sapiens	1985	2478
CHEMBL1968	38	Epoxide hydrolase 1	P07099	SINGLE PROTEIN	Homo sapiens	353	590
CHEMBL2099	10373	Prostate specific antigen	P07288	SINGLE PROTEIN	Homo sapiens	102	123
CHEMBL2132	10285	Mast cell protease 9	O35164	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL2609	10984	NAALADase II	Q9Y3Q0	SINGLE PROTEIN	Homo sapiens	20	20
CHEMBL2761	11582	Aspartyl aminopeptidase	Q9ULA0	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL2820	11287	Coagulation factor XI	P03951	SINGLE PROTEIN	Homo sapiens	840	1247
CHEMBL2963	11043	Matrix metalloproteinase 15	P51511	SINGLE PROTEIN	Homo sapiens	43	48
CHEMBL3874	12927	ADAMTS4	Q9TT93	SINGLE PROTEIN	Bos taurus	9	13
CHEMBL3454	12408	Dipeptidyl peptidase I	P97821	SINGLE PROTEIN	Mus musculus	9	9
CHEMBL3468	12067	Caspase-7	P55210	SINGLE PROTEIN	Homo sapiens	3012	3158
CHEMBL3656	17034	Coagulation factor X	P00743	SINGLE PROTEIN	Bos taurus	185	195
CHEMBL3738	11866	Leukotriene A4 hydrolase	P24527	SINGLE PROTEIN	Mus musculus	67	67
CHEMBL3768	10441	Neprilysin	P08049	SINGLE PROTEIN	Oryctolagus cuniculus	305	341
CHEMBL3782	10222	Xaa-Pro aminopeptidase 1	Q9NQW7	SINGLE PROTEIN	Homo sapiens	63	90
CHEMBL3976	12268	Dipeptidyl peptidase II	Q9UHL4	SINGLE PROTEIN	Homo sapiens	1772	1987
CHEMBL4074	10438	Angiotensin-converting enzyme	P12822	SINGLE PROTEIN	Oryctolagus cuniculus	1732	2825
CHEMBL4117	19624	Zinc aminopeptidase	O96935	SINGLE PROTEIN	Plasmodium falciparum FcB1/Columbia	197	228
CHEMBL4185	11453	Xaa-Pro dipeptidase	P12955	SINGLE PROTEIN	Homo sapiens	66	89
CHEMBL4244	11241	Legumain	Q99538	SINGLE PROTEIN	Homo sapiens	127	168
CHEMBL4269	100046	Penicillin-binding protein 3	Q5D1F0	SINGLE PROTEIN	Staphylococcus aureus	17	17
CHEMBL4325	100658	Aminopeptidase N	P04825	SINGLE PROTEIN	Escherichia coli K-12	5	5
CHEMBL4588	11110	Matrix metalloproteinase 8	P22894	SINGLE PROTEIN	Homo sapiens	1404	1685
CHEMBL4857	100779	Methionine aminopeptidase	P56218	SINGLE PROTEIN	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	1	1
CHEMBL4893	12226	Hepatitis C virus NS3 protease/helicase	A3EZI9	SINGLE PROTEIN	Hepatitis C virus	783	911
CHEMBL4935	10963	Prolyl endopeptidase	Q9QUR6	SINGLE PROTEIN	Mus musculus	13	23
CHEMBL5043	101044	Endoplasmic reticulum aminopeptidase 2	Q6P179	SINGLE PROTEIN	Homo sapiens	208	214
CHEMBL5115	101072	Glutamyl endopeptidase	P0C1U8	SINGLE PROTEIN	Staphylococcus aureus	19	20
CHEMBL5506	101000	Macrophage metalloelastase	Q63341	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL1075185	103127	Caspase-3	P55213	SINGLE PROTEIN	Rattus norvegicus	8	9
CHEMBL5846	101350	Matrix metalloproteinase-9	P52176	SINGLE PROTEIN	Bos taurus	8	8
CHEMBL5624	101481	Cytosol aminopeptidase	P28839	SINGLE PROTEIN	Sus scrofa	47	47
CHEMBL5664	101492	Lys-gingipain	P72197	SINGLE PROTEIN	Porphyromonas gingivalis	6	6
CHEMBL5890	101367	Endothelin-converting enzyme 2	P0DPD6	SINGLE PROTEIN	Homo sapiens	5	7
CHEMBL5916	102718	Membrane-bound transcription factor site-1 protease	Q14703	SINGLE PROTEIN	Homo sapiens	35	35
CHEMBL6021	102389	Candidapepsin-2	P0CS83	SINGLE PROTEIN	Candida albicans	86	158
CHEMBL6022	102427	Candidapepsin-1	P0CY26	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL6050	102396	Candidapepsin-8	O42778	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL1075287	102838	CAAX prenyl protease 2	P57791	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL1944494	104444	Proteasome subunit beta type-5	O55234	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL2111422	104932	Matrix metalloproteinase (1 and 13)	P03956, P45452	SELECTIVITY GROUP	Homo sapiens	116	121
CHEMBL1932899	104403	Macrophage metalloelastase	P79227	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2069160	104597	Cathepsin K	Q3ZKN1	SINGLE PROTEIN	Canis familiaris	2	2
CHEMBL2382	11694	Calpain 2	P17655	SINGLE PROTEIN	Homo sapiens	171	184
CHEMBL3301396	108410	Antrax lethal toxin	P13423, P15917	PROTEIN COMPLEX	Bacillus anthracis	48	54
CHEMBL4254	100245	Penicillopepsin	P00798	SINGLE PROTEIN	Penicillium janthinellum	7	9
CHEMBL4700	100793	Tryptase	P15944	SINGLE PROTEIN	Canis lupus familiaris	1	1
CHEMBL2176771	105346	Complement factor D	P00746	SINGLE PROTEIN	Homo sapiens	961	1763
CHEMBL3259512	108353	Penicillin-binding protein 1A	Q07806	SINGLE PROTEIN	Pseudomonas aeruginosa PAO1	8	8
CHEMBL2693	11239	Cystinyl aminopeptidase	Q9UIQ6	SINGLE PROTEIN	Homo sapiens	206	268
CHEMBL3563	10452	Cruzipain	P25779	SINGLE PROTEIN	Trypanosoma cruzi	29818	32273
CHEMBL6179	102456	Candidapepsin-4	P43093	SINGLE PROTEIN	Candida albicans (strain WO-1) (Yeast)	3	3
CHEMBL2354204	105683	Bacterial penicillin-binding protein	P02918, P02919, P08506, P0AD65, P0AD68, P0AEB2, P24228	PROTEIN FAMILY	Bacteria	0	0
CHEMBL2331066	105662	Beta-secretase 2	Q6IE75	SINGLE PROTEIN	Rattus norvegicus	12	15
CHEMBL3351187	109511	Coagulation factor VII	P98139	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL3112382	108030	Penicillin-binding protein 4	P40750	SINGLE PROTEIN	Bacillus subtilis (strain 168)	2	2
CHEMBL3414412	109595	Endoplasmic reticulum aminopeptidase 1	Q9EQH2	SINGLE PROTEIN	Mus musculus	4	7
CHEMBL5156	101091	Neutrophil elastase	Q3UP87	SINGLE PROTEIN	Mus musculus	11	15
CHEMBL3745587	116697	Suppressor of tumorigenicity 14 protein homolog	P56677	SINGLE PROTEIN	Mus musculus	12	12
CHEMBL3885564	117108	Dipeptidyl peptidase 8/9	Q6V1X1, Q86TI2	PROTEIN FAMILY	Homo sapiens	11	11
CHEMBL3879833	116958	Dipeptidyl peptidase 1	O97578	SINGLE PROTEIN	Canis lupus familiaris	1	1
CHEMBL3885666	117204	Penicillin-binding protein 2	Q53724	SINGLE PROTEIN	Staphylococcus aureus	3	3
CHEMBL2335	10331	Lysosomal Pro-X carboxypeptidase	P42785	SINGLE PROTEIN	Homo sapiens	480	599
CHEMBL2581	10003	Cathepsin D	P07339	SINGLE PROTEIN	Homo sapiens	2480	3150
CHEMBL1840	46	Penicillin-binding protein 2	P0AD65	SINGLE PROTEIN	Escherichia coli K-12	10	10
CHEMBL1873	11399	Tissue-type plasminogen activator	P00750	SINGLE PROTEIN	Homo sapiens	892	994
CHEMBL248	235	Leukocyte elastase	P08246	SINGLE PROTEIN	Homo sapiens	4713	7575
CHEMBL2232	11126	Subtilisin/kexin type 7	Q16549	SINGLE PROTEIN	Homo sapiens	20	32
CHEMBL2615	11226	Renin	P06281	SINGLE PROTEIN	Mus musculus	8	8
CHEMBL2641	10854	Kallikrein 14	Q9P0G3	SINGLE PROTEIN	Homo sapiens	35	57
CHEMBL2673	17143	ADAMTS5	Q9TT92	SINGLE PROTEIN	Bos taurus	2	3
CHEMBL2796	10888	Lactotransferrin	P24627	SINGLE PROTEIN	Bos taurus	7	7
CHEMBL3034	10496	Cathepsin K	O35186	SINGLE PROTEIN	Rattus norvegicus	51	52
CHEMBL3078	10747	Thrombin	P18292	SINGLE PROTEIN	Rattus norvegicus	60	126
CHEMBL3821	20096	Cysteine proteinase B	P36400	SINGLE PROTEIN	Leishmania mexicana	4	4
CHEMBL3825	19657	Penicillin-binding protein 2	Q53729	SINGLE PROTEIN	Staphylococcus aureus	34	54
CHEMBL3869	11154	Matrix metalloproteinase 14	P50281	SINGLE PROTEIN	Homo sapiens	1152	1423
CHEMBL3308	12013	Caspase-6	P55212	SINGLE PROTEIN	Homo sapiens	1083	1198
CHEMBL3314	10081	Alpha-chymotrypsin	P00766	SINGLE PROTEIN	Bos taurus	574	714
CHEMBL3332	17024	ADAM17	O77636	SINGLE PROTEIN	Sus scrofa	371	396
CHEMBL3533	17108	Coagulation factor XII	P98140	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL3736	11848	Angiotensin-converting enzyme 2	Q9BYF1	SINGLE PROTEIN	Homo sapiens	71	75
CHEMBL4097	20161	Cathepsin L2	Q94715	SINGLE PROTEIN	Paramecium tetraurelia	3	10
CHEMBL4253	100244	Rhizopuspepsin	P06026	SINGLE PROTEIN	Rhizopus microsporus var. chinensis	14	14
CHEMBL4290	18025	Trypsin II	P00763	SINGLE PROTEIN	Rattus norvegicus	22	22
CHEMBL4379	100569	ADAM17	Q9Z0F8	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL4414	18046	Plasmepsin 2	P46925	SINGLE PROTEIN	Plasmodium falciparum	528	616
CHEMBL4447	12584	Kallikrein 5	Q9Y337	SINGLE PROTEIN	Homo sapiens	77	146
CHEMBL4451	100246	Saccharopepesin	P07267	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	3
CHEMBL4610	11499	Xaa-Pro aminopeptidase 2	O43895	SINGLE PROTEIN	Homo sapiens	21	41
CHEMBL4791	11192	Endothelin-converting enzyme 1	P42892	SINGLE PROTEIN	Homo sapiens	511	659
CHEMBL4793	20154	Dipeptidyl peptidase IX	Q86TI2	SINGLE PROTEIN	Homo sapiens	1375	1527
CHEMBL4822	12252	Beta-secretase 1	P56817	SINGLE PROTEIN	Homo sapiens	8545	15618
CHEMBL4943	10208	Kallikrein 12	Q9UKR0	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL332	13000	Matrix metalloproteinase-1	P03956	SINGLE PROTEIN	Homo sapiens	5214	6763
CHEMBL5028	100155	ADAM10	O14672	SINGLE PROTEIN	Homo sapiens	207	353
CHEMBL5225	101123	Penicillin-binding protein 3	Q51504	SINGLE PROTEIN	Pseudomonas aeruginosa	6	6
CHEMBL5327	20036	Matrix metalloproteinase 13	O77656	SINGLE PROTEIN	Bos taurus	28	37
CHEMBL5384	100965	Myeloblastin	Q61096	SINGLE PROTEIN	Mus musculus	9	11
CHEMBL5572	101023	Clostripain	P09870	SINGLE PROTEIN	Clostridium histolyticum	6	6
CHEMBL5622	101479	Cathepsin G	P28293	SINGLE PROTEIN	Mus musculus	9	11
CHEMBL1075050	102562	Dipeptidyl peptidase 1	Q3ZCJ8	SINGLE PROTEIN	Bos taurus	5	5
CHEMBL6016	102386	D-alanyl-D-alanine carboxypeptidase	P39045	SINGLE PROTEIN	Actinomadura sp. R39	80	132
CHEMBL6153	102782	Threonine aspartase 1	Q9H6P5	SINGLE PROTEIN	Homo sapiens	7	11
CHEMBL2046264	104565	Renin	Q6DLS0	SINGLE PROTEIN	Macaca fascicularis	99	175
CHEMBL1944493	104443	Proteasome subunit beta type-6	Q60692	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2094135	104717	Gamma-secretase	P49768, P49810, Q8WW43, Q92542, Q96BI3, Q9NZ42	PROTEIN COMPLEX	Homo sapiens	2308	4126
CHEMBL2111368	105056	Cathepsin (S and K)	P25774, P43235	SELECTIVITY GROUP	Homo sapiens	88	89
CHEMBL2111379	105070	Thrombin and urokinase-type plasminogen activator	P00734, P00749	SELECTIVITY GROUP	Homo sapiens	29	31
CHEMBL2111419	104928	Coagulation factor X and plasma kallikrein	P00742, P03952	SELECTIVITY GROUP	Homo sapiens	30	30
CHEMBL2111424	104934	Coagulation factor IX and X	P00740, P00742	SELECTIVITY GROUP	Homo sapiens	88	91
CHEMBL2095194	104778	Coagulation factor VII/tissue factor	P08709, P13726	PROTEIN COMPLEX	Homo sapiens	605	714
CHEMBL1949492	104462	Legumain	O89017	SINGLE PROTEIN	Mus musculus	22	22
CHEMBL1795140	104220	Transmembrane protease serine 2	O15393	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL2111449	104969	Coagulation factor X/antithrombin III	P00742, P01008	PROTEIN COMPLEX	Homo sapiens	6	28
CHEMBL3243910	108297	Acrosin	P08001	SINGLE PROTEIN	Sus scrofa	53	53
CHEMBL4098	100671	Cathepsin S	O70370	SINGLE PROTEIN	Mus musculus	78	92
CHEMBL4520	100473	Dipeptidyl peptidase III	Q9NY33	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL1075293	102844	Epoxide hydrolase 1	Q9D379	SINGLE PROTEIN	Mus musculus	151	309
CHEMBL3259490	108331	Lysosomal protective protein	P16675	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL2384894	107597	Bone morphogenetic protein 4	P21275	SINGLE PROTEIN	Mus musculus	32	32
CHEMBL2285	12862	ADAMTS5	Q9UNA0	SINGLE PROTEIN	Homo sapiens	550	596
CHEMBL2305	12238	Cathepsin L	P07154	SINGLE PROTEIN	Rattus norvegicus	33	33
CHEMBL2311	12363	Angiotensin-converting enzyme-related carboxypeptidase	Q5EGZ1	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL2409	11727	Epoxide hydratase	P34913	SINGLE PROTEIN	Homo sapiens	1978	2630
CHEMBL1989	245	Renal dipeptidase	P16444	SINGLE PROTEIN	Homo sapiens	55	55
CHEMBL2088	10505	Carboxypeptidase A1	P15085	SINGLE PROTEIN	Homo sapiens	91	97
CHEMBL3202	11968	Prolyl endopeptidase	P48147	SINGLE PROTEIN	Homo sapiens	647	1003
CHEMBL2857	12464	Human rhinovirus A protease	Q4U254	SINGLE PROTEIN	Human rhinovirus sp.	814	1343
CHEMBL2929	12353	Subtilisin/kexin type 9	Q8NBP7	SINGLE PROTEIN	Homo sapiens	45	108
CHEMBL3018	12725	Matriptase	Q9Y5Y6	SINGLE PROTEIN	Homo sapiens	398	527
CHEMBL3883	20091	Dipeptidyl peptidase IV	P28843	SINGLE PROTEIN	Mus musculus	30	54
CHEMBL3900	11413	Leukocyte proteinase 3	P24158	SINGLE PROTEIN	Homo sapiens	134	143
CHEMBL3295	12327	Pepsin A	P0DJD9	SINGLE PROTEIN	Homo sapiens	58	59
CHEMBL3346	20067	Human T-cell leukemia virus type I protease	P10274	SINGLE PROTEIN	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	38	57
CHEMBL3369	12128	Neprilysin	P07861	SINGLE PROTEIN	Rattus norvegicus	455	532
CHEMBL3412	12867	Matrix metalloproteinase 11	Q02853	SINGLE PROTEIN	Mus musculus	33	33
CHEMBL3416	12299	Human herpesvirus 2 protease	P89449	SINGLE PROTEIN	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus2)	45	45
CHEMBL3439	11726	Aminopeptidase A	Q07075	SINGLE PROTEIN	Homo sapiens	64	65
CHEMBL3512	19669	Penicillin-binding protein 2a	Q53707	SINGLE PROTEIN	Staphylococcus aureus	41	60
CHEMBL3515	19692	Penicillin-binding protein 1	F4NA86	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	3	3
CHEMBL3747	20129	Calpain 1	P97571	SINGLE PROTEIN	Rattus norvegicus	20	20
CHEMBL3970	19645	IgA protease	P09790	SINGLE PROTEIN	Neisseria gonorrhoeae	37	50
CHEMBL333	13001	Matrix metalloproteinase-2	P08253	SINGLE PROTEIN	Homo sapiens	4990	5889
CHEMBL4064	11605	Kallikrein 1	O97506	SINGLE PROTEIN	Sus scrofa	22	23
CHEMBL3922	10702	Methionine aminopeptidase 2	P50579	SINGLE PROTEIN	Homo sapiens	825	1151
CHEMBL4446	12583	Kallikrein 4	Q9Y5K2	SINGLE PROTEIN	Homo sapiens	25	33
CHEMBL4551	10121	Trypsin III	P35030	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL4557	11147	Granzyme K	P49864	SINGLE PROTEIN	Rattus norvegicus	36	36
CHEMBL4618	237	Leukotriene A4 hydrolase	P09960	SINGLE PROTEIN	Homo sapiens	687	1118
CHEMBL4801	11624	Caspase-1	P29466	SINGLE PROTEIN	Homo sapiens	4856	6120
CHEMBL4863	10853	Kallikrein 13	Q9UKR3	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL4955	12857	Tryptase gamma	Q9NRR2	SINGLE PROTEIN	Homo sapiens	13	16
CHEMBL5037	20159	Caspase-10	Q92851	SINGLE PROTEIN	Homo sapiens	15	19
CHEMBL5540	101011	Penicillin-binding protein 1B	Q9X6W0	SINGLE PROTEIN	Pseudomonas aeruginosa	6	6
CHEMBL5832	102988	Cathepsin B-like cysteine protease	Q6R7Z5	SINGLE PROTEIN	Trypanosoma brucei	88	88
CHEMBL1075308	102862	Thrombin	P19221	SINGLE PROTEIN	Mus musculus	7	7
CHEMBL5731	101521	Complement factor B	P00751	SINGLE PROTEIN	Homo sapiens	46	92
CHEMBL6178	102455	Candidapepsin-6	P43095	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL1075272	102819	Methionine aminopeptidase 2	O08663	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL6158	102791	Ubiquitin carboxyl-terminal hydrolase 5	P45974	SINGLE PROTEIN	Homo sapiens	11	18
CHEMBL3891	12955	Calpain 1	P07384	SINGLE PROTEIN	Homo sapiens	854	1046
CHEMBL1255149	103560	Lysosomal Pro-X carboxypeptidase	Q7TMR0	SINGLE PROTEIN	Mus musculus	176	241
CHEMBL4620	12366	Hepatitis C virus polyprotein	P26664	SINGLE PROTEIN	Hepatitis C virus genotype 1a (isolate 1) (HCV)	240	314
CHEMBL1681627	103920	Cathepsin E	P70269	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL2095193	104777	Tryptase	Q15661, Q9BZJ3, Q9NRR2	PROTEIN FAMILY	Homo sapiens	298	318
CHEMBL1671610	103897	Cytosol aminopeptidase	P00727	SINGLE PROTEIN	Bos taurus	30	33
CHEMBL1926496	104391	Bone morphogenetic protein 2	P12643	SINGLE PROTEIN	Homo sapiens	8	45
CHEMBL2040703	104556	Thrombin	Q28731	SINGLE PROTEIN	Oryctolagus cuniculus	28	79
CHEMBL2111469	104995	Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4)	P27487, Q9UHL4	SELECTIVITY GROUP	Homo sapiens	91	94
CHEMBL2386	11685	Chymotrypsin C	Q99895	SINGLE PROTEIN	Homo sapiens	323	378
CHEMBL2036	186	Tetanus toxin	P04958	SINGLE PROTEIN	Clostridium tetani (strain Massachusetts / E88)	50	50
CHEMBL2214	12295	Matrix metalloproteinase 9	P41245	SINGLE PROTEIN	Mus musculus	34	36
CHEMBL2364701	106197	26S proteosome	A5LHX3, O00231, O00232, O00487, O14818, O43242, P17980, P20618, P25786, P25787, P25788, P25789, P28062, P28065, P28066, P28070, P28072, P28074, P35998, P40306, P43686, P48556, P49720, P49721, P51665, P55036, P60896, P60900, P62191, P62195, P62333, Q13200, Q15008, Q16186, Q8TAA3, Q99436, Q99460, Q9UNM6	PROTEIN COMPLEX	Homo sapiens	58	135
CHEMBL3913	10684	Complement C1s	P09871	SINGLE PROTEIN	Homo sapiens	166	197
CHEMBL3411	11293	Prenyl protein specific protease	Q9Y256	SINGLE PROTEIN	Homo sapiens	296	364
CHEMBL6139	102442	Candidapepsin-9	O42779	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL2101	10382	Granzyme A	Q8CJF4	SINGLE PROTEIN	Rattus norvegicus	13	13
CHEMBL3259473	108314	Beta-secretase 1	P56819	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3286078	108380	Bone morphogenetic protein 6	P22004	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL1795138	104218	Transmembrane protease serine 11D	O60235	SINGLE PROTEIN	Homo sapiens	47	53
CHEMBL2189140	105470	Aminopeptidase N	P97449	SINGLE PROTEIN	Mus musculus	7	8
CHEMBL2366517	106661	Protease	Q9YQ12	SINGLE PROTEIN	Human immunodeficiency virus 1	1513	1992
CHEMBL3112378	108026	Proteasome subunit beta type-2	Q9R1P3	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL3739253	116695	CAAX prenyl protease 1 homolog	O75844	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL3885619	117163	Plasminogen/Urokinase plasminogen activator surface receptor/Urokinase-type plasminogen activator	P06869, P20918, P35456	PROTEIN-PROTEIN INTERACTION	Mus musculus	13	13
CHEMBL3988603	117263	Genome polyprotein	P26662	SINGLE PROTEIN	Hepatitis C virus genotype 1b (isolate Japanese) (HCV)	338	366
CHEMBL2323	12162	Cathepsin B	P07688	SINGLE PROTEIN	Bos taurus	231	267
CHEMBL2366	10444	Trypsin	P00761	SINGLE PROTEIN	Sus scrofa	348	355
CHEMBL2549	19610	Penicillin-binding protein 4	P72355	SINGLE PROTEIN	Staphylococcus aureus	13	13
CHEMBL2200	11044	Matrix metalloproteinase 16	P51512	SINGLE PROTEIN	Homo sapiens	74	79
CHEMBL3168	12864	Mast cell protease 3	P50339	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL3204	12809	Plasminogen	Q01177	SINGLE PROTEIN	Rattus norvegicus	123	154
CHEMBL3259	12075	Aminopeptidase N	P15684	SINGLE PROTEIN	Rattus norvegicus	61	61
CHEMBL2738	12029	Acrosin	P10323	SINGLE PROTEIN	Homo sapiens	255	277
CHEMBL2802	10739	Microbial collagenase	P43153	SINGLE PROTEIN	Clostridium perfringens (strain 13 / Type A)	253	253
CHEMBL2836	11028	Aminopeptidase B	Q8VCT3	SINGLE PROTEIN	Mus musculus	22	22
CHEMBL2951	12186	Subtilisin/kexin type 6	P29122	SINGLE PROTEIN	Homo sapiens	42	43
CHEMBL3063	17035	Beta-chymotrypsin	P00767	SINGLE PROTEIN	Bos taurus	23	25
CHEMBL3392	19607	Thermolysin	P00800	SINGLE PROTEIN	Bacillus thermoproteolyticus	275	387
CHEMBL3418	10683	Nicastrin	Q92542	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3991	12000	Coagulation factor VII	P08709	SINGLE PROTEIN	Homo sapiens	663	814
CHEMBL4010	14070	Human herpesvirus 6 protease	P24433	SINGLE PROTEIN	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)	33	33
CHEMBL4062	11602	Calpain 1	P35750	SINGLE PROTEIN	Sus scrofa	152	190
CHEMBL4068	10074	Chymase	P23946	SINGLE PROTEIN	Homo sapiens	598	729
CHEMBL4071	10494	Cathepsin G	P08311	SINGLE PROTEIN	Homo sapiens	1320	2221
CHEMBL4258	100280	Subtilisin	P29599	SINGLE PROTEIN	Bacillus lentus	12	36
CHEMBL4270	12593	Matrix metalloproteinase 10	P09238	SINGLE PROTEIN	Homo sapiens	213	333
CHEMBL4307	11145	Granzyme A	P12544	SINGLE PROTEIN	Homo sapiens	36	36
CHEMBL4749	100795	Tryptase alpha/beta-1	Q02844	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL4393	11871	Matrix metalloproteinase 12	P39900	SINGLE PROTEIN	Homo sapiens	764	983
CHEMBL4471	10403	Thrombin	P00735	SINGLE PROTEIN	Bos taurus	1483	1565
CHEMBL4472	10407	Trypsin II	Q29463	SINGLE PROTEIN	Bos taurus	213	226
CHEMBL4593	100609	Beta-secretase 1	P56818	SINGLE PROTEIN	Mus musculus	55	97
CHEMBL5098	11530	Glutamate carboxypeptidase II	P70627	SINGLE PROTEIN	Rattus norvegicus	59	69
CHEMBL4796	10909	Beta-chymotrypsin	P17538	SINGLE PROTEIN	Homo sapiens	186	261
CHEMBL5050	101051	Matrix metalloproteinase-24	Q9Y5R2	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL5297	101143	Protease	Q82323	SINGLE PROTEIN	Human T-lymphotropic virus 1	18	18
CHEMBL5801	101564	Cysteine protease falcipain-2	Q9NBD4	SINGLE PROTEIN	Plasmodium falciparum	23	26
CHEMBL6056	102401	Renin	Q9TSZ1	SINGLE PROTEIN	Callithrix jacchus	98	103
CHEMBL6107	102435	Neprilysin	P19621	SINGLE PROTEIN	Sus scrofa	9	9
CHEMBL6115	102753	Lysosomal protective protein	P10619	SINGLE PROTEIN	Homo sapiens	890	1404
CHEMBL1250359	103492	Plasma kallikrein	P26262	SINGLE PROTEIN	Mus musculus	10	10
CHEMBL1287593	103595	Penicillin-binding protein 4	A0A0E1AED5	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	1	1
CHEMBL2111357	105111	Calpain 1	P04632, P07384	PROTEIN COMPLEX	Homo sapiens	175	176
CHEMBL2111441	104958	Cathepsin (H and K)	P09668, P43235	SELECTIVITY GROUP	Homo sapiens	64	64
CHEMBL2095231	104803	Hepatitis C virus serine protease, NS3/NS4A	A3EZI9, D2K2A8	PROTEIN COMPLEX	Hepatitis C virus	604	990
CHEMBL2225	11567	Cathepsin H	P09668	SINGLE PROTEIN	Homo sapiens	146	160
CHEMBL2363021	105733	Penicillin-binding protein	P72355, Q53707, Q53725, Q53729, Q9XDB3	PROTEIN FAMILY	Staphylococcus	0	0
CHEMBL4873	10910	Chymotrypsin-like protease CTRL-1	P40313	SINGLE PROTEIN	Homo sapiens	5	7
CHEMBL3259498	108339	Serine beta-lactamase-like protein LACTB, mitochondrial	Q9EP89	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3419	10323	Carboxypeptidase B2 isoform A	Q96IY4	SINGLE PROTEIN	Homo sapiens	235	309
CHEMBL2362973	105686	Penicillin-binding protein	Q54618, Q75Y37, Q75Y54, Q75YD8, Q75YK0, Q9RET4	PROTEIN FAMILY	Streptococcus pneumoniae	0	0
CHEMBL3297642	108394	Beta-secretase 1	G3IAK4	SINGLE PROTEIN	Cricetulus griseus	1	5
CHEMBL3885517	117061	Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c	O14727, P42574, P55211, P99999	PROTEIN COMPLEX	Homo sapiens	6	6
CHEMBL3885625	117169	Proteasome subunit beta type-1/beta type-5	P20618, P28074	PROTEIN FAMILY	Homo sapiens	1	2
