CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3885522	117066	Baculoviral IAP repeat-containing protein 3/Mucosa-associated lymphoid tissue lymphoma translocation protein 1	Q13489, Q9UDY8	CHIMERIC PROTEIN	Homo sapiens	6	6
CHEMBL3885528	117072	Thymidylate synthase/GAR transformylase/AICAR transformylase	P04818, P22102, P31939	PROTEIN FAMILY	Homo sapiens	2	2
CHEMBL2361	10245	Thymidylate kinase	P9WKE1	SINGLE PROTEIN	Mycobacterium tuberculosis	264	325
CHEMBL1796	10073	Gastric lipase	P07098	SINGLE PROTEIN	Homo sapiens	2	3
CHEMBL1806	63	DNA topoisomerase II alpha	P11388	SINGLE PROTEIN	Homo sapiens	2012	3717
CHEMBL1809	7	Dihydrofolate reductase	P0ABQ4	SINGLE PROTEIN	Escherichia coli K-12	83	133
CHEMBL1929	149	Xanthine dehydrogenase	P47989	SINGLE PROTEIN	Homo sapiens	465	640
CHEMBL1982	139	Isoleucyl-tRNA synthetase	P41972	SINGLE PROTEIN	Staphylococcus aureus	42	49
CHEMBL254	276	Phosphodiesterase 4A	P27815	SINGLE PROTEIN	Homo sapiens	768	964
CHEMBL2013	325	Dihydropteroate synthetase	Q25704	SINGLE PROTEIN	Plasmodium falciparum	0	0
CHEMBL247	228	Human immunodeficiency virus type 1 reverse transcriptase	Q72547	SINGLE PROTEIN	Human immunodeficiency virus 1	3332	7316
CHEMBL2060	232	Lipoprotein lipase	P06858	SINGLE PROTEIN	Homo sapiens	66	96
CHEMBL3160	10045	Thymidylate synthase	P07607	SINGLE PROTEIN	Mus musculus	573	842
CHEMBL2683	12203	Vacuolar H(+)-transporting ATPase 116 kDa subunit, a1 isoform	Q9I8D0	SINGLE PROTEIN	Gallus gallus	5	11
CHEMBL2699	10999	Pancreatic alpha-amylase	P00689	SINGLE PROTEIN	Rattus norvegicus	11	15
CHEMBL2725	12802	Beta-lactamase	P05364	SINGLE PROTEIN	Enterobacter cloacae	335	671
CHEMBL2734	11966	Phospholipase D2	O14939	SINGLE PROTEIN	Homo sapiens	284	389
CHEMBL2885	10139	Carbonic anhydrase III	P07451	SINGLE PROTEIN	Homo sapiens	238	389
CHEMBL2991	11581	Dihydroorotate dehydrogenase	O35435	SINGLE PROTEIN	Mus musculus	81	83
CHEMBL3012	11910	Phosphodiesterase 7A	Q13946	SINGLE PROTEIN	Homo sapiens	818	1107
CHEMBL3926	20009	Carbonic anhydrase	Q50565	SINGLE PROTEIN	Methanobacterium thermoautotrophicum	57	69
CHEMBL3932	20099	Carbonic anhydrase	P40881	SINGLE PROTEIN	Methanosarcina thermophila	93	197
CHEMBL3333	17025	Phosphodiesterase 4A	O77823	SINGLE PROTEIN	Sus scrofa	83	89
CHEMBL3382	10600	Phosphodiesterase 4B	P14646	SINGLE PROTEIN	Rattus norvegicus	42	43
CHEMBL3415	12298	Thymidine kinase	Q6L709	SINGLE PROTEIN	Human herpesvirus 2	126	131
CHEMBL3457	11845	Kynurenine 3-monooxygenase	O88867	SINGLE PROTEIN	Rattus norvegicus	146	199
CHEMBL3463	19636	Human immunodeficiency virus type 2 integrase	P89582	SINGLE PROTEIN	Human immunodeficiency virus 2	5	8
CHEMBL3477	10593	Phosphodiesterase 2A	P14099	SINGLE PROTEIN	Bos taurus	69	77
CHEMBL3511	12761	Ornithine decarboxylase	P09057	SINGLE PROTEIN	Rattus norvegicus	115	167
CHEMBL3575	11353	RNase L	Q05823	SINGLE PROTEIN	Homo sapiens	108	177
CHEMBL4078	17018	Acetylcholinesterase	O42275	SINGLE PROTEIN	Electrophorus electricus	5138	7425
CHEMBL4284	12674	Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform	P63151	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL4321	11112	Cyclooxygenase-2	Q05769	SINGLE PROTEIN	Mus musculus	1221	1802
CHEMBL4334	11717	Prostaglandin-H2 D-isomerase	O09114	SINGLE PROTEIN	Mus musculus	64	67
CHEMBL4408	100009	Phosphodiesterase 8B	O95263	SINGLE PROTEIN	Homo sapiens	182	185
CHEMBL4497	12932	NADH-ubiquinone oxidoreductase chain 1	P03887	SINGLE PROTEIN	Bos taurus	98	127
CHEMBL4505	12978	Inositol-1(or 4)-monophosphatase 1	P20456	SINGLE PROTEIN	Bos taurus	39	46
CHEMBL4567	12657	Phosphodiesterase 5A	O54735	SINGLE PROTEIN	Rattus norvegicus	84	89
CHEMBL4603	100237	Beta-galactosidase	P00722	SINGLE PROTEIN	Escherichia coli K-12	85	85
CHEMBL4844	100235	Beta-1,3-glucan synthase	O13428	SINGLE PROTEIN	Candida albicans	98	98
CHEMBL4859	100303	DNA polymerase	P09252	SINGLE PROTEIN	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	7	14
CHEMBL5278	100058	Serine/threonine protein phosphatase PP2B-alpha catalytic subunit	P16298	SINGLE PROTEIN	Homo sapiens	6	7
CHEMBL5323	100921	Thymidine kinase	Q0H0G9	SINGLE PROTEIN	Staphylococcus aureus	2	10
CHEMBL5437	101193	Class A carbapenemase KPC-2	A8DS27	SINGLE PROTEIN	Escherichia coli	6	27
CHEMBL5441	101197	Dihydrofolate reductase	B0BL08	SINGLE PROTEIN	Escherichia coli	611	1293
CHEMBL5798	101561	Beta-lactamase VIM-2	Q9K2N0	SINGLE PROTEIN	Pseudomonas aeruginosa	47	211
CHEMBL1075073	102596	Beta-lactamase SCO-1	A1E3K9	SINGLE PROTEIN	Escherichia coli	10	10
CHEMBL5823	101573	Gag-Pol polyprotein	P03366	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1)	8	8
CHEMBL5596	100208	Alpha-amylase	P21567	SINGLE PROTEIN	Saccharomycopsis fibuligera	14	16
CHEMBL5693	101291	Beta-lactamase	P18539	SINGLE PROTEIN	Serratia marcescens	16	47
CHEMBL1075034	102992	Thymidine kinase	P68563	SINGLE PROTEIN	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR))	14	42
CHEMBL5730	101520	Pancreatic alpha-amylase	P00690	SINGLE PROTEIN	Sus scrofa	106	112
CHEMBL1075051	102564	Dihydrofolate reductase	P00376	SINGLE PROTEIN	Bos taurus	342	607
CHEMBL6185	102464	Carbonic anhydrase	Q6FTL6	SINGLE PROTEIN	Candida glabrata CBS 138	108	112
CHEMBL1255124	103535	Metallo-beta-lactamase	D5JGF6	SINGLE PROTEIN	Pseudomonas stutzeri	11	33
CHEMBL1075199	102883	Glyceraldehyde-3-phosphate dehydrogenase	P46406	SINGLE PROTEIN	Oryctolagus cuniculus	27	58
CHEMBL5895	101372	Beta-lactamase	O69773	SINGLE PROTEIN	Providencia stuartii	5	23
CHEMBL1075210	102906	IMP-13	Q7WYA8	SINGLE PROTEIN	Pseudomonas aeruginosa	11	11
CHEMBL5948	101620	DNA topoisomerase 1	P04786	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	6	17
CHEMBL6061	102869	DNA topoisomerase (ATP-hydrolysing) (Dna gyrase)	Q59556	SINGLE PROTEIN	Mycobacterium smegmatis	8	8
CHEMBL1293246	103679	Beta Lactamase	Q932Y6	SINGLE PROTEIN	Pseudomonas aeruginosa	666	819
CHEMBL1744492	104101	Beta lactamase TEM-1	Q7B899	SINGLE PROTEIN	Klebsiella pneumoniae	6	25
CHEMBL1287610	103612	Neuraminidase	P03470	SINGLE PROTEIN	Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus(strain A/WS/1933 H1N1))	65	75
CHEMBL1667694	103886	Beta-lactamase AH27 CTX-M-15	Q2PUH3	SINGLE PROTEIN	Klebsiella pneumoniae	8	24
CHEMBL1649055	103851	Carbonic anhydrase	C0IX24	SINGLE PROTEIN	Stylophora pistillata	55	56
CHEMBL1293305	103738	Genome polyprotein	Q2Q167	SINGLE PROTEIN	Hepatitis C virus	92	95
CHEMBL1667675	103867	ADC-14 protein	Q0VTR6	SINGLE PROTEIN	Acinetobacter genomosp. 3	10	25
CHEMBL1921666	104382	DNA gyrase subunit B	P0A0K8	SINGLE PROTEIN	Staphylococcus aureus	318	338
CHEMBL1163130	103459	Bifunctional dihydrofolate reductase-thymidylate synthase	Q27793	SINGLE PROTEIN	Trypanosoma cruzi	7	18
CHEMBL1795183	104263	D-aspartate oxidase	P31228	SINGLE PROTEIN	Bos taurus	6	6
CHEMBL2046266	104567	Acetylcholinesterase	Q869C3	SINGLE PROTEIN	Anopheles gambiae	68	116
CHEMBL402	24	HMG-CoA reductase	P04035	SINGLE PROTEIN	Homo sapiens	1276	2350
CHEMBL2095173	104758	Potassium-transporting ATPase	P20648, P51164	PROTEIN COMPLEX	Homo sapiens	336	493
CHEMBL2095153	104738	Phosphodiesterase; PDE3 & PDE4	P27815, Q07343, Q08493, Q08499, Q13370, Q14432	SELECTIVITY GROUP	Homo sapiens	200	301
CHEMBL2095157	104742	Cyclooxygenase	P35355, Q63921	PROTEIN FAMILY	Rattus norvegicus	611	812
CHEMBL2111340	105039	Phosphodiesterase 4 and 5 (PDE4 and PDE5)	O76074, P27815, Q07343, Q08493, Q08499	SELECTIVITY GROUP	Homo sapiens	42	47
CHEMBL2111348	105048	Soluble guanylate cyclase	O75343, P33402, Q02108, Q02153	PROTEIN COMPLEX GROUP	Homo sapiens	560	648
CHEMBL2111402	105097	5-lipoxygenase/FLAP	P09917, P20292	PROTEIN COMPLEX	Homo sapiens	29	82
CHEMBL2111408	104913	Heart phosphodiesterase	E1BN64, P14100, Q01061	PROTEIN FAMILY	Bos taurus	49	70
CHEMBL2096978	104858	Thioredoxin reductase	Q16881, Q86VQ6, Q9NNW7	PROTEIN FAMILY	Homo sapiens	105	232
CHEMBL2097172	104883	Dihydrofolate reductase; T. gondii vs rat	Q07422, Q920D2	SELECTIVITY GROUP	Toxoplasma gondii	391	463
CHEMBL1795127	104207	Thymidine kinase	Q9QNF7	SINGLE PROTEIN	Human herpesvirus 1	130	140
CHEMBL1795189	104269	Fatty acid synthase	P19096	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL2044	153	Gamma-amino-N-butyrate transaminase	P80404	SINGLE PROTEIN	Homo sapiens	89	136
CHEMBL3430880	109637	Rod cGMP-specific 3',5'-cyclic phosphodiesterase alpha/beta	P16499, P35913	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL2364675	106175	Cytochrome P450 3A	P08684, P20815, P24462, Q9HB55	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL5633	102468	Beta-lactamase	P00808	SINGLE PROTEIN	Bacillus licheniformis	26	38
CHEMBL3918	11414	Receptor-type tyrosine-protein phosphatase alpha	P18433	SINGLE PROTEIN	Homo sapiens	205	270
CHEMBL4114	10033	Beta-lactamase	P00807	SINGLE PROTEIN	Staphylococcus aureus	179	276
CHEMBL1641358	103840	Beta-lactamase	Q93LQ9	SINGLE PROTEIN	Klebsiella pneumoniae	129	250
CHEMBL2425	10457	Dihydrofolate reductase	Q07422	SINGLE PROTEIN	Toxoplasma gondii	761	1606
CHEMBL1820	213	Thymidine kinase	P06479	SINGLE PROTEIN	Human herpesvirus 1 (strain SC16) (HHV-1) (Human herpes simplex virus1)	203	276
CHEMBL1926	10460	Dihydrofolate reductase	P16184	SINGLE PROTEIN	Pneumocystis carinii	676	1236
CHEMBL3286064	108366	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	Q9XT54	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL4162	100485	Protein-tyrosine phosphatase 4A3	O75365	SINGLE PROTEIN	Homo sapiens	89	128
CHEMBL4612	11590	Glutamine synthetase	P15104	SINGLE PROTEIN	Homo sapiens	34	118
CHEMBL5042	101043	Carbapenem-hydrolizing beta-lactamase SFC-1	Q6JP75	SINGLE PROTEIN	Serratia fonticola	13	31
CHEMBL3341582	109496	Cytochrome P450 3A7	P24462	SINGLE PROTEIN	Homo sapiens	15	28
CHEMBL3308940	109225	Cathepsin J	Q63088	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL3308944	109229	Dipeptidyl peptidase 1	P80067	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL3308977	108441	Lys-gingipain	B2RLK2	SINGLE PROTEIN	Porphyromonas gingivalis (strain ATCC 33277 / DSM 20709 / JCM 12257)	2	2
CHEMBL3308986	109122	Beta-galactosidase	Q2U7N3	SINGLE PROTEIN	Aspergillus oryzae	51	59
CHEMBL3308995	109131	Acetylcholinesterase	Q9DDE3	SINGLE PROTEIN	Danio rerio	1	1
CHEMBL3308998	109134	Genome polyprotein	P12823	SINGLE PROTEIN	Dengue virus type 2	35	78
CHEMBL3309013	109151	Glutamyl-tRNA reductase	P0A6X1	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2242737	105527	3-ketoacyl-CoA synthase 5	Q9C6L5	SINGLE PROTEIN	Arabidopsis thaliana	12	12
CHEMBL3309056	109198	Protein phosphatase 1A	P49443	SINGLE PROTEIN	Mus musculus	3	6
CHEMBL2189159	105489	Indoleamine 2,3-dioxygenase 2	Q8R0V5	SINGLE PROTEIN	Mus musculus	49	57
CHEMBL2285357	105559	Glutamine synthetase, chloroplastic	P25462	SINGLE PROTEIN	Zea mays	24	68
CHEMBL2366447	106591	Carboxylesterase	K4JRP7	SINGLE PROTEIN	Laodelphax striatella	1	5
CHEMBL2366513	106657	Glutamate--cysteine ligase	Q9NFN6	SINGLE PROTEIN	Onchocerca volvulus	129	130
CHEMBL2366459	106603	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	O89085	SINGLE PROTEIN	Cavia porcellus	12	49
CHEMBL2366496	106640	Glutamine synthetase	Q42950	SINGLE PROTEIN	Nicotiana tabacum	2	2
CHEMBL2242735	105525	3-ketoacyl-CoA synthase 18	Q38860	SINGLE PROTEIN	Arabidopsis thaliana	12	15
CHEMBL2396509	107615	Tyrosine-protein phosphatase non-receptor type 3	P26045	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL2424506	107655	DNA gyrase subunit A	P20831	SINGLE PROTEIN	Staphylococcus aureus	9	9
CHEMBL2366512	106656	Protoporphyrinogen IX oxidase	Q9FYV8	SINGLE PROTEIN	Zea mays	103	122
CHEMBL3407318	109577	Kynurenine 3-monooxygenase	Q91WN4	SINGLE PROTEIN	Mus musculus	10	11
CHEMBL3425389	109610	Serine/threonine-protein phosphatase 5	P53041	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3596074	109836	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	Q11201	SINGLE PROTEIN	Homo sapiens	7	8
CHEMBL3596077	109839	Alpha-(1,3)-fucosyltransferase 7	Q11130	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL3627581	109903	Serine/threonine-protein kinase N3	Q6P5Z2	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3627585	109907	Pseudopodium-enriched atypical kinase 1	Q9H792	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3627592	109914	Calcium/calmodulin-dependent protein kinase type 1B	Q6P2M8	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL3638344	109949	Genome polyprotein	P27958	SINGLE PROTEIN	Hepatitis C virus genotype 1a (isolate H) (HCV)	845	987
CHEMBL3638351	109956	Nicotinate-nucleotide adenylyltransferase	P0A752	SINGLE PROTEIN	Escherichia coli (strain K12)	8	16
CHEMBL3638354	109959	Endothelial lipase	Q8VBX1	SINGLE PROTEIN	Rattus norvegicus	2	4
CHEMBL3638358	109963	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	Q8QZV1	SINGLE PROTEIN	Rattus norvegicus	100	200
CHEMBL3638359	109964	NAD kinase 1	Q721J8	SINGLE PROTEIN	Listeria monocytogenes serotype 4b (strain F2365)	3	6
CHEMBL3712886	114847	5,6-dihydroxyindole-2-carboxylic acid oxidase	P17643	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3817723	116809	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	Q6NVY1	SINGLE PROTEIN	Homo sapiens	5	11
CHEMBL3885561	117105	DNA gyrase subunit A/subunit B	C3SLN2, Q47245	PROTEIN COMPLEX	Escherichia coli	4	6
CHEMBL3879837	116962	Isoleucine--tRNA ligase	P56690	SINGLE PROTEIN	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	1	1
CHEMBL2272	12004	Phosphodiesterase 4B	Q8VBU5	SINGLE PROTEIN	Mus musculus	162	334
CHEMBL2317	12850	NADH-ubiquinone oxidoreductase MLRQ subunit	O00483	SINGLE PROTEIN	Homo sapiens	2	4
CHEMBL2383	12395	Dihydroorotate dehydrogenase	Q63707	SINGLE PROTEIN	Rattus norvegicus	120	144
CHEMBL2536	10845	Phospholipase D1	Q13393	SINGLE PROTEIN	Homo sapiens	302	419
CHEMBL1786	111	Inositol-1(or 4)-monophosphatase 1	P29218	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL1858	53	DNA gyrase subunit A	P0AES4	SINGLE PROTEIN	Escherichia coli K-12	110	193
CHEMBL2039	104	Monoamine oxidase B	P27338	SINGLE PROTEIN	Homo sapiens	3358	4906
CHEMBL2095	10311	FK506-binding protein 1A	Q62658	SINGLE PROTEIN	Rattus norvegicus	17	17
CHEMBL2145	11504	Kynurenine 3-monooxygenase	O15229	SINGLE PROTEIN	Homo sapiens	122	219
CHEMBL2219	11521	Protein-tyrosine phosphatase LC-PTP	P35236	SINGLE PROTEIN	Homo sapiens	709	823
CHEMBL3203	11607	4-hydroxyphenylpyruvate dioxygenase	Q02110	SINGLE PROTEIN	Sus scrofa	70	123
CHEMBL2680	12364	Beta-galactosidase	D3ZUM4	SINGLE PROTEIN	Rattus norvegicus	20	42
CHEMBL2814	11899	DNA topoisomerase I	Q04750	SINGLE PROTEIN	Mus musculus	51	53
CHEMBL2902	10458	Dihydrofolate reductase	P00381	SINGLE PROTEIN	Lactobacillus casei	404	640
CHEMBL2980	17140	Arachidonate 5-lipoxygenase	Q9BEG3	SINGLE PROTEIN	Bos taurus	232	259
CHEMBL3010	12714	Sodium/potassium-transporting ATPase alpha-1 chain	P06685	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3912	12923	Carbonic anhydrase XIII	Q8N1Q1	SINGLE PROTEIN	Homo sapiens	215	377
CHEMBL3946	17078	Mannose-6-phosphate isomerase	P34948	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	22	22
CHEMBL3318	100675	Tyrosinase	O42713	SINGLE PROTEIN	Agaricus bisporus	1384	2789
CHEMBL3414	11138	Human herpesvirus 5 DNA polymerase	P08546	SINGLE PROTEIN	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	101	104
CHEMBL3479	10604	Phosphodiesterase 6C	P16586	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL3482	20145	Beta-galactosidase	Q58D55	SINGLE PROTEIN	Bos taurus	299	366
CHEMBL3562	10451	Moloney murine leukaemia virus Pol protein	P03355	SINGLE PROTEIN	Moloney murine leukemia virus isolate Shinnick	78	78
CHEMBL3969	11016	Carbonic anhydrase VB	Q9Y2D0	SINGLE PROTEIN	Homo sapiens	299	429
CHEMBL4008	14068	Human herpesvirus 3 deoxypyrimidine kinase	Q6QCL9	SINGLE PROTEIN	Human herpesvirus 3	54	206
CHEMBL4009	14069	Human herpesvirus 6 DNA polymerase	P28857	SINGLE PROTEIN	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)	36	36
CHEMBL4022	17067	Thymidine kinase	P27158	SINGLE PROTEIN	Rattus norvegicus	51	94
CHEMBL4131	12713	Sodium/potassium-transporting ATPase alpha-1 chain	P05024	SINGLE PROTEIN	Sus scrofa	9	10
CHEMBL4651	19654	Prostaglandin D2 synthase	O02853	SINGLE PROTEIN	Bos taurus	5	5
CHEMBL4661	100623	Receptor-type tyrosine-protein phosphatase mu	P28827	SINGLE PROTEIN	Homo sapiens	13	13
CHEMBL4341	12705	Thymidylate synthase	P45352	SINGLE PROTEIN	Rattus norvegicus	13	13
CHEMBL4388	12538	Thymidylate kinase	P23919	SINGLE PROTEIN	Homo sapiens	81	134
CHEMBL4452	100247	Protein-tyrosine phosphatase 1	P25044	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	26	26
CHEMBL4829	10608	Acetyl-CoA carboxylase 2	O00763	SINGLE PROTEIN	Homo sapiens	3180	5501
CHEMBL4838	100205	Sodium/potassium-transporting ATPase alpha-1 chain	P50997	SINGLE PROTEIN	Canis lupus familiaris	31	33
CHEMBL4850	100483	Receptor-type tyrosine-protein phosphatase epsilon	P23469	SINGLE PROTEIN	Homo sapiens	37	37
CHEMBL4989	11709	Guanylate kinase	Q16774	SINGLE PROTEIN	Homo sapiens	5	10
CHEMBL5080	101054	Endothelial lipase	Q9Y5X9	SINGLE PROTEIN	Homo sapiens	732	1252
CHEMBL5219	101117	IMI-1	Q46991	SINGLE PROTEIN	Enterobacter cloacae	15	34
CHEMBL5229	101128	Dihydrofolate reductase-thymidylate synthase	Q582G3	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	11	11
CHEMBL5328	20042	Thymidylate synthase	P00469	SINGLE PROTEIN	Lactobacillus casei	321	501
CHEMBL5371	100938	Alpha-amylase	P06279	SINGLE PROTEIN	Geobacillus stearothermophilus	1	2
CHEMBL1075044	102552	Enoyl-[acyl-carrier-protein] reductase [NADH]	P54616	SINGLE PROTEIN	Bacillus subtilis (strain 168)	28	35
CHEMBL1293195	103642	Endochitinase	P29029	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	4	4
CHEMBL6146	102449	Beta-lactamase VIM-4	Q8KRJ3	SINGLE PROTEIN	Pseudomonas aeruginosa	16	18
CHEMBL1293198	103645	Prostaglandin G/H synthase 2	O02768	SINGLE PROTEIN	Oryctolagus cuniculus	16	16
CHEMBL1681620	103913	Dihydrofolate reductase	P0A017	SINGLE PROTEIN	Staphylococcus aureus	172	256
CHEMBL1687677	103925	Pancreatic triacylglycerol lipase	P00591	SINGLE PROTEIN	Sus scrofa	159	279
CHEMBL1287604	103606	OXA-48	Q6XEC0	SINGLE PROTEIN	Klebsiella pneumoniae	26	65
CHEMBL2062350	104585	ATP synthase subunit beta, mitochondrial	P06576	SINGLE PROTEIN	Homo sapiens	1	3
CHEMBL1782	71	Farnesyl diphosphate synthase	P14324	SINGLE PROTEIN	Homo sapiens	325	853
CHEMBL2052029	104571	Eukaryotic initiation factor 4A-I	P29562	SINGLE PROTEIN	Oryctolagus cuniculus	8	8
CHEMBL1795162	104242	Thymidylate synthase	P9WFR9	SINGLE PROTEIN	Mycobacterium tuberculosis	14	28
CHEMBL2093863	104679	Phosphodiesterase 4	P27815, Q07343, Q08493, Q08499	PROTEIN FAMILY	Homo sapiens	2140	3255
CHEMBL1795126	104206	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Q8CA95	SINGLE PROTEIN	Mus musculus	100	102
CHEMBL2111457	104979	Carbonic anhydrase V	P35218, Q9Y2D0	PROTEIN FAMILY	Homo sapiens	35	54
CHEMBL2111475	105002	Acetylcholinesterase and butyrylcholinesterase (AChE and BChE)	P37136, Q9JKC1	SELECTIVITY GROUP	Rattus norvegicus	58	63
CHEMBL1869	272	Ornithine decarboxylase	P11926	SINGLE PROTEIN	Homo sapiens	50	62
CHEMBL2364673	106173	1,3-beta-glucan synthase	O13428	SINGLE PROTEIN	Candida	7	14
CHEMBL3085612	107960	Thymidylate synthase	P13100	SINGLE PROTEIN	Pneumocystis carinii	11	11
CHEMBL3085613	107961	DNA gyrase subunit B	P0C559	SINGLE PROTEIN	Mycobacterium smegmatis	364	444
CHEMBL3430874	109631	Beta-ureidopropionase	Q9UBR1	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3611964	109867	Alpha-ketoglutarate-dependent dioxygenase FTO	Q8BGW1	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3621023	109887	E3 ubiquitin-protein ligase NEDD4	P46934	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3621035	109899	Carbonic anhydrase, alpha family	Q31FD6	SINGLE PROTEIN	Thiomicrospira crunogena (strain XCL-2)	44	44
CHEMBL2176837	105412	Catechol O-methyltransferase	Q99028	SINGLE PROTEIN	Sus scrofa	22	42
CHEMBL1075216	102912	Catalase	P04762	SINGLE PROTEIN	Rattus norvegicus	15	15
CHEMBL3286081	108383	Delta-aminolevulinic acid dehydratase	Q5GSR3	SINGLE PROTEIN	Wolbachia sp. subsp. Brugia malayi (strain TRS)	14	19
CHEMBL2363065	105760	Mitochondrial complex I (NADH dehydrogenase)	O00217, O00483, O14561, O15239, O43181, O43674, O43676, O43677, O43678, O43920, O75251, O75306, O75380, O75438, O75489, O95139, O95167, O95168, O95169, O95178, O95182, O95298, O95299, O96000, P03886, P03891, P03897, P03901, P03905, P03915, P03923, P17568, P19404, P28331, P49821, P51970, P56181, P56556, Q16718, Q16795, Q86Y39, Q8N183, Q9BU61, Q9NRX3, Q9NX14, Q9P032, Q9P0J0, Q9UI09, Q9Y375, Q9Y6M9	PROTEIN COMPLEX	Homo sapiens	13	28
CHEMBL2040702	104555	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	P70453	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3588732	109821	Dihydroorotate dehydrogenase (quinone), mitochondrial	Q08210	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	55	110
CHEMBL3588740	109829	Pre-miRNA 5'-monophosphate methyltransferase	Q7Z5W3	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3308954	109240	Mannose-6-phosphate isomerase	P29952	SINGLE PROTEIN	Saccharomyces cerevisiae	6	8
CHEMBL3308966	109253	Thymidine kinase	P0C0E6	SINGLE PROTEIN	Varicella-zoster virus	4	16
CHEMBL3308976	109264	Protein-glutamine gamma-glutamyltransferase	Q7M0F8	SINGLE PROTEIN	Cavia porcellus	141	141
CHEMBL3309005	109141	4-hydroxy-tetrahydrodipicolinate reductase	P04036	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309008	109146	Bifunctional protein FolC	P08192	SINGLE PROTEIN	Escherichia coli (strain K12)	6	9
CHEMBL2364669	106169	Bacterial dihydrofolate reductase	P0ABQ4	SINGLE PROTEIN	Bacteria	0	0
CHEMBL2364670	106170	Bacterial beta-lactamase TEM	P62593	SINGLE PROTEIN	Bacteria	41	51
CHEMBL3124738	108050	DNA polymerase delta catalytic subunit	P54358	SINGLE PROTEIN	Drosophila melanogaster	4	4
CHEMBL3309055	109197	Phospholipase D2	P97813	SINGLE PROTEIN	Mus musculus	5	22
CHEMBL2189150	105480	Neuraminidase	Q20MD3	SINGLE PROTEIN	Influenza A virus	6	6
CHEMBL2242743	105533	Acetylcholinesterase	Q7YWJ9	SINGLE PROTEIN	Musca domestica	99	135
CHEMBL2364166	106145	ATP synthase	P9WPS1, P9WPU5, P9WPU7, P9WPU9, P9WPV1, P9WPV3, P9WPV5, P9WPV7	PROTEIN COMPLEX	Mycobacterium tuberculosis	11	11
CHEMBL3542431	109697	Deiodinase	P49895, P55073, Q92813	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2366511	106655	Acetylcholinesterase	Q9BMJ1	SINGLE PROTEIN	Schizaphis graminum	6	30
CHEMBL2366436	106580	Protoporphyrinogen oxidase	G7L3C0	SINGLE PROTEIN	Medicago truncatula	3	3
CHEMBL2366555	106699	Acetolactate synthase	Q8S3J0	SINGLE PROTEIN	Bromus tectorum	1	2
